age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,salary
41,no,,290.03550973654063,,9,4,life sciences,1,1256,3,0,36.25443871706758,3,1, laboratory technician ,1,unknown,2342.5941666666668,6090.75,2,y,,21,4,4,part time,1,7.0,2,3,5,,1,4,,1982,28111.13,,,True,
19,no,,290.03550973654063,,18,1,,1,1257,2,1,36.25443871706758,3,1, laboratory technician ,2,single,2342.59,6090.75,1,,no,14,,4,part time,0,1.0,3,3,1,,0,0,2342.59,2004,28111.13,,,False,
51,no,,556.2566609977324,,7,4,,1,1258,2,0,69.53208262471655,2,2, manufacturing director ,3,married,4492.84,11681.39,2,y,no,17,3,3,,0,10.0,2,3,1,,0,0,4492.84,1972,53914.11,,,True,
58,no,,290.03550973654063,,9,3,,1,1259,2,1,36.25443871706758,2,1, research scientist ,2,married,2342.5941666666668,6090.75,4,y,yes,20,4,2,part time,1,9.0,3,2,1,,0,0,,1965,28111.13,,,False,
19,yes,travel frequently,290.03550973654063,,1,1,,1,1260,3,1,36.25443871706758,1,1, sales representative ,1,unknown,2342.59,6090.75,0,y,no,21,4,1,part time,0,1.0,5,,0,,0,0,2342.59,2004,28111.13,,,True,
19,yes,travel rarely,290.03550973654063,,2,3,life sciences,1,1261,2,0,36.25443871706758,2,1, laboratory technician ,4,single,2342.59,6090.75,1,,,22,4,3,part time,0,1.0,3,2,1,,1,0,2342.59,2004,28111.13,,,True,
35,yes,travel rarely,556.2566609977324,,23,2,,1,1262,2,0,69.53208262471655,2,2, manufacturing director ,3,unknown,4492.84,11681.39,3,y,yes,13,3,1,part time,0,8.0,1,3,1,,0,1,4492.84,1988,53914.11,,,True,
38,no,travel rarely,676.1031746031746,,38,4,,1,1263,4,0,84.51289682539682,3,2, manufacturing director ,3,unknown,5460.833333333333,14198.17,9,,,14,3,2,full time,0,14.0,3,3,1,,0,0,,1985,65530.0,,,False,
38,yes,,688.484126984127,,29,1,medical,1,1264,2,0,86.06051587301587,3,2, healthcare representative ,1,married,5560.83,14458.17,7,,yes,19,,2,full time,0,17.0,2,3,1,,0,0,5560.83,1985,66730.0,,,False,
41,no,,1402.2460317460318, sales ,6,3,life sciences,1,1265,4,1,175.28075396825398,3,3, manager ,4,single,11325.83,29447.17,3,,yes,18,3,3,full time,0,,3,3,1,,0,0,11325.83,1982,135910.0, manager     sales ,,False,
59,no,travel rarely,224.61111111111111,,3,3,life sciences,1,1266,3,0,28.07638888888889,2,1, research scientist ,4,married,1814.1666666666667,4716.83,3,,,17,3,1,part time,1,7.0,6,3,1,,0,0,,1964,21770.0,,,True,
50,no,travel rarely,2013.6587301587304,,1,4,medical,1,1267,4,1,251.7073412698413,3,5, manager ,4,divorced,16264.17,42286.83,3,,no,11,3,3,full time,1,,3,2,7,,0,6,16264.17,1973,195170.0,,,False,
41,no,travel rarely,556.2566609977324, research & development ,19,2,life sciences,1,1268,3,0,69.53208262471655,3,2, research scientist ,1,divorced,4492.84,11681.39,2,,,16,3,1,part time,2,17.0,2,2,1,,0,0,4492.84,1982,53914.11, research scientist     research & development ,,True,
45,no,,1981.15873015873,,1,3,,1,1269,3,0,247.64484126984124,4,5, manager ,4,unknown,16001.67,41604.33,0,,,11,3,3,full time,1,25.0,2,3,24,,1,7,16001.67,1978,192020.0,,,False,
37,yes,,1036.6984126984128,,10,3,medical,1,1270,1,0,129.5873015873016,3,3, manufacturing director ,3,unknown,8373.33,21770.67,6,,no,11,,2,full time,2,17.0,5,3,1,,0,0,8373.33,1986,100480.0,,,True,
51,no,,280.94444444444446,,38,3,,1,1271,3,0,35.11805555555556,3,1, research scientist ,4,married,2269.17,5899.83,1,,no,11,3,2,part time,0,1.0,0,2,1,,0,0,2269.17,1972,27230.0,,,True,
28,yes,travel rarely,290.03550973654063,,2,4,life sciences,1,1272,1,0,36.25443871706758,3,1, laboratory technician ,3,single,2342.59,6090.75,2,,,11,3,3,part time,0,5.0,5,1,0,,0,0,2342.59,1995,28111.13,,,False,
29,no,travel rarely,685.4920634920636,,2,3,medical,1,1273,1,0,85.68650793650795,2,2, sales executive ,2,married,5536.666666666667,14395.33,2,y,no,19,3,2,full time,2,10.0,2,,0,,0,0,,1994,66440.0,,,True,
31,no,travel rarely,556.2566609977324, research & development ,23,3,medical,1,1274,2,0,69.53208262471655,2,2, healthcare representative ,4,unknown,4492.84,11681.39,0,y,no,21,,2,part time,1,10.0,2,3,9,,7,8,4492.84,1992,53914.11, healthcare representative     research & development ,,True,
38,no,travel rarely,578.2936507936508,,7,2,medical,1,1275,1,1,72.28670634920636,4,2, sales executive ,1,unknown,4670.83,12144.17,1,y,yes,24,4,3,full time,1,8.0,3,3,8,,7,7,4670.83,1985,56050.0,,,False,
44,yes,travel frequently,326.13492063492066,,12,3,life sciences,1,1276,12,0,40.76686507936508,3,1, laboratory technician ,3,unknown,2634.17,6848.83,3,,yes,22,4,4,full time,1,19.0,0,1,1,,0,0,2634.17,1979,31610.0,,,True,
36,no,,556.2566609977324,,3,3,technical degree,1,1277,3,0,69.53208262471655,3,2, research scientist ,2,single,4492.84,11681.39,4,y,,12,3,4,part time,0,10.0,2,3,8,,7,7,4492.84,1987,53914.11,,,True,
18,yes,,146.5079365079365, research & development ,3,3,,1,1278,3,0,18.313492063492063,3,1, laboratory technician ,3,single,1183.33,3076.67,1,y,no,13,3,3,,0,0.0,2,3,0,,0,0,1183.33,2005,14199.96, laboratory technician     research & development ,,True,14199.96
36,no,,290.03550973654063,,18,4,life sciences,1,1279,3,0,36.25443871706758,4,1, laboratory technician ,4,married,2342.59,6090.75,4,,no,18,3,4,part time,2,4.0,2,3,1,,0,0,2342.59,1987,28111.13,,,True,
18,no,,123.8095238095238,,10,3,,1,1280,4,1,15.476190476190474,2,1, sales representative ,3,unknown,1000.0,2600.0,1,y,no,12,3,1,part time,0,0.0,2,3,0,,0,0,1000.0,2005,12000.0,,,False,
39,yes,travel rarely,540.4285714285714,,3,2,,1,1281,4,1,67.55357142857143,3,2, sales executive ,3,married,4365.0,11349.0,4,y,yes,18,3,1,,0,12.0,3,2,1,,0,0,4365.0,1984,52380.0,,,True,
43,no,travel rarely,1030.1984126984128, research & development ,15,3,,1,1282,15,1,128.7748015873016,3,3, healthcare representative ,1,married,8320.833333333334,21634.17,8,y,no,16,3,1,part time,1,,1,2,1,,0,0,,1980,99850.0, healthcare representative     research & development ,,True,
47,no,travel frequently,556.2566609977324,,4,1,medical,1,1283,2,0,69.53208262471655,3,2, sales representative ,3,unknown,4492.8425,11681.39,3,,no,19,3,1,part time,0,5.0,3,3,0,,0,0,,1976,53914.11,,,False,
42,no,travel rarely,1649.968253968254,,23,5,,1,1284,1,1,206.24603174603175,3,4, research director ,4,single,13326.666666666666,34649.33,2,y,no,14,3,2,full time,0,16.0,2,3,1,,0,0,,1981,159920.0,,,False,
32,no,,244.52380952380955,,2,3,,1,1285,3,1,30.5654761904762,3,1, laboratory technician ,2,married,1975.0,5135.0,1,y,no,13,,3,part time,1,8.0,4,3,8,,0,7,1975.0,1991,23700.0,,,True,
48,no,travel rarely,1032.4872861766066,,29,1,medical,1,1286,1,1,129.06091077207583,3,3, manager ,3,married,8339.32,21682.23,3,y,,21,4,2,part time,1,15.0,3,1,0,,0,0,8339.32,1975,100071.84,,,True,
42,no,travel rarely,699.6269841269841, research & development ,2,4,,1,1287,1,0,87.45337301587301,2,2, healthcare representative ,4,unknown,5650.83,14692.17,3,,,23,4,2,full time,0,,6,3,1,,0,0,5650.83,1981,67810.0, healthcare representative     research & development ,,False,
36,no,non travel,686.4206349206349,,1,5,medical,1,1288,4,1,85.80257936507937,3,2, sales executive ,4,unknown,5544.17,14414.83,4,y,,15,,2,,0,,6,3,1,,0,0,5544.17,1987,66530.04000000001,,,True,66530.04000000001
33,yes,travel rarely,294.1507936507937,,5,3,marketing,1,1289,4,1,36.76884920634921,3,1, sales representative ,3,single,2375.8333333333335,6177.17,1,,,13,,2,full time,0,1.0,2,3,1,,0,0,,1990,28510.0,,,False,
46,no,,542.4920634920635, research & development ,7,4,medical,1,1290,3,1,67.81150793650794,3,2, manufacturing director ,3,married,4381.666666666667,11392.33,2,,,14,3,3,part time,0,7.0,2,4,1,,0,0,,1977,52580.0, manufacturing director     research & development ,,True,
21,yes,travel rarely,290.03550973654063, sales ,12,3,life sciences,1,1291,3,1,36.25443871706758,4,1, sales representative ,2,single,2342.59,6090.75,1,y,,15,3,4,,0,1.0,0,3,1,,0,0,2342.59,2002,28111.08, sales representative     sales ,,False,28111.08
30,no,,255.46031746031747,,2,1,technical degree,1,1292,3,0,31.932539682539684,3,1, sales representative ,2,unknown,2063.33,5364.67,1,,,18,3,1,,1,,3,3,1,,0,0,2063.33,1993,24759.96,,,True,24759.96
30,yes,travel frequently,235.75396825396828,,4,3,,1,1293,3,0,29.469246031746035,3,1, research scientist ,4,single,1904.17,4950.83,9,y,yes,23,4,3,part time,0,3.0,4,3,1,,0,0,1904.17,1993,22850.0,,,False,
32,no,travel rarely,433.0238095238095,,10,4,,1,1294,3,0,54.12797619047619,3,2, manufacturing director ,2,single,3497.5,9093.5,2,y,,12,3,4,part time,0,18.0,2,2,1,,0,1,3497.5,1986,41970.0,,,True,
40,no,travel rarely,355.7460317460318,,2,3,,1,1295,2,1,44.468253968253975,2,2, laboratory technician ,3,married,2873.33,7470.67,6,,no,22,4,2,,1,,3,3,1,,0,0,2873.33,1983,34479.96,,,True,34479.96
28,no,travel rarely,470.26984126984127,,17,2,,1,1296,3,0,58.78373015873016,3,2, laboratory technician ,1,unknown,3798.33,9875.67,1,y,,12,3,4,part time,1,10.0,2,,10,,1,8,3798.33,1995,45580.0,,,False,
38,no,travel frequently,175.60317460317464,,2,2,,1,1297,4,0,21.95039682539683,3,1, laboratory technician ,4,married,1418.33,3687.67,1,y,yes,23,4,3,part time,1,,3,3,1,,0,0,1418.33,1985,17020.0,,,False,
19,yes,,264.53968253968253,,2,2,technical degree,1,1298,1,0,33.06746031746032,2,1, human resources ,4,single,2136.67,5555.33,1,y,no,12,3,3,part time,0,1.0,3,4,1,,0,0,2136.67,2004,25640.0,,,True,
57,no,travel rarely,1582.7713464696226,,29,3,,1,1299,1,0,197.84641830870282,2,4, manager ,4,divorced,12783.9225,33238.2,3,y,no,12,3,3,full time,1,,3,2,1,,0,0,,1966,153407.07,,,True,
47,no,travel rarely,523.0952380952382,,2,2,medical,1,1300,1,1,65.38690476190477,3,2, manufacturing director ,4,unknown,4225.0,10985.0,5,,,13,,3,part time,3,20.0,2,3,5,,0,4,,1976,50700.0,,,True,
54,no,travel rarely,390.0,,8,4,life sciences,1,1301,3,1,48.75,3,2, laboratory technician ,3,single,3150.0,8190.0,7,y,,11,3,3,part time,0,,3,3,1,,0,0,3150.0,1969,37800.0,,,False,
31,yes,travel frequently,1013.5873015873016,,42,3,,1,1302,42,0,126.6984126984127,3,3, healthcare representative ,3,unknown,8186.666666666667,21285.33,3,y,no,12,3,1,part time,0,12.0,2,3,1,,0,0,,1992,98240.0,,,True,
18,yes,travel frequently,193.7619047619048,,5,3,marketing,1,1303,2,0,24.2202380952381,3,1, sales representative ,2,unknown,1565.0,4069.0,1,,yes,14,3,4,part time,0,,3,3,0,,0,0,,2005,18780.0,,,False,
40,no,,1032.4872861766066,,28,3,other,1,1304,3,0,129.06091077207583,1,3, sales executive ,1,unknown,8339.32,21682.23,3,,no,15,3,3,part time,1,20.0,2,3,1,,0,1,,1983,100071.84,,,True,
26,no,,556.2566609977324,,29,2,,1,1305,1,0,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,5,,,12,3,1,part time,2,8.0,5,3,0,,0,0,4492.84,1997,53914.11,,,True,
26,yes,travel rarely,241.42857142857144, research & development ,24,3,,1,1306,3,0,30.17857142857143,1,1, laboratory technician ,4,single,1950.0,5070.0,1,,yes,18,3,2,,0,1.0,3,1,1,,0,0,1950.0,1997,23400.0, laboratory technician     research & development ,,True,23400.0
38,no,,556.2566609977324,,10,3,,1,1307,3,1,69.53208262471655,3,2, healthcare representative ,3,unknown,4492.84,11681.39,3,,no,19,3,3,,1,18.0,4,,1,,0,0,4492.84,1985,53914.08,,,True,53914.08
24,no,,219.4523809523809,,17,2,other,1,1308,4,0,27.431547619047613,2,1, laboratory technician ,2,married,1772.5,4608.5,1,y,no,21,4,4,part time,1,1.0,2,3,1,,0,0,1772.5,1999,21270.0,,,True,
30,yes,travel frequently,209.75396825396828,,12,4,,1,1309,2,0,26.219246031746035,2,1, sales representative ,1,married,1694.17,4404.83,1,y,no,18,3,3,part time,1,1.0,2,4,1,,0,0,1694.17,1993,20330.0,,,True,
37,no,travel rarely,990.6825396825396,,2,3,marketing,1,1310,4,0,123.83531746031746,3,2, sales executive ,3,married,8001.67,20804.33,4,,,11,3,3,full time,1,,3,2,3,,1,0,8001.67,1986,96020.0,,,False,
20,no,travel rarely,290.03550973654063, research & development ,1,3,life sciences,1,1311,4,1,36.25443871706758,2,1, research scientist ,2,unknown,2342.59,6090.75,1,,no,13,,4,part time,0,1.0,0,4,1,,0,0,2342.59,2003,28111.13, research scientist     research & development ,,True,
43,no,,1715.4841269841272,,14,4,other,1,1312,2,0,214.4355158730159,2,4, research director ,4,divorced,13855.83,36025.17,4,y,,14,3,3,full time,1,21.0,3,,1,,0,0,13855.83,1980,166270.0,,,False,
38,no,,290.03550973654063,,27,1,life sciences,1,1313,3,1,36.25443871706758,3,1, research scientist ,1,unknown,2342.59,6090.75,3,,no,17,3,4,part time,0,8.0,3,2,0,,0,0,2342.59,1985,28111.13,,,True,
33,no,,556.2566609977324, sales ,8,4,marketing,1,1314,3,0,69.53208262471655,3,2, sales executive ,3,divorced,4492.84,11681.39,0,y,,12,3,4,part time,0,6.0,3,3,5,,1,2,4492.84,1990,53914.11, sales executive     sales ,,False,
30,no,,214.91269841269843,,3,3,,1,1315,3,1,26.864087301587304,3,1, research scientist ,3,unknown,1735.83,4513.17,1,,no,20,4,3,part time,1,1.0,2,,1,,0,0,1735.83,1993,20830.0,,,False,
29,no,,556.2566609977324, sales ,44,2,medical,1,1316,2,1,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,y,no,14,3,1,part time,1,,5,2,6,,1,2,4492.84,1994,53914.11, sales executive     sales ,,False,
20,yes,,104.1031746031746,,10,1,medical,1,1317,4,0,13.012896825396826,3,1, research scientist ,3,single,84083.0,2186.17,1,,,11,3,4,part time,0,,5,3,1,,1,1,84083.0,2003,10090.0,,,True,
35,no,non travel,290.03550973654063,,20,3,,1,1318,20,0,36.25443871706758,2,1, laboratory technician ,3,married,2342.59,6090.75,1,y,no,18,3,3,,2,1.0,3,3,1,,0,0,2342.59,1988,28111.08,,,False,28111.08
37,no,,290.03550973654063,,10,2,life sciences,1,1319,4,0,36.25443871706758,4,1, research scientist ,4,single,2342.5941666666668,6090.75,3,y,no,17,3,1,part time,0,,2,,1,,0,0,,1986,28111.13,,,True,
38,no,,811.0555555555557,,1,3,,1,1320,3,1,101.38194444444446,3,3, manufacturing director ,3,single,6550.83,17032.17,4,,yes,14,,4,part time,0,10.0,4,,1,,0,0,6550.83,1985,78610.0,,,True,
29,no,,272.5873015873016,,10,3,,1,1321,3,0,34.0734126984127,3,1, sales representative ,3,single,2201.67,5724.33,1,y,no,11,3,3,part time,0,1.0,6,,1,,0,0,2201.67,1994,26420.0,,,False,
35,no,,556.2566609977324,,2,4,,1,1322,4,1,69.53208262471655,3,2, healthcare representative ,1,divorced,4492.84,11681.39,2,y,no,11,3,1,part time,1,16.0,2,4,1,,0,0,4492.84,1988,53914.11,,,True,
38,no,travel rarely,290.03550973654063,,2,5,medical,1,1323,4,0,36.25443871706758,3,1, research scientist ,3,married,2342.59,6090.75,6,,yes,13,3,2,,1,,0,1,1,,0,1,2342.59,1985,28111.08,,,True,28111.08
34,no,travel rarely,528.3571428571429,,8,5,life sciences,1,1324,2,1,66.04464285714286,3,2, manufacturing director ,1,unknown,4267.5,11095.5,3,,no,14,3,3,part time,1,,3,,0,,0,0,4267.5,1989,51210.0,,,True,
23,yes,,290.03550973654063,,6,3,life sciences,1,1325,3,0,36.25443871706758,4,1, laboratory technician ,1,unknown,2342.59,6090.75,1,,yes,21,4,3,,2,1.0,2,3,0,,0,0,2342.59,2000,28111.08,,,False,28111.08
24,no,,277.95238095238096,,9,3,life sciences,1,1326,3,0,34.74404761904762,2,1, laboratory technician ,2,divorced,2245.0,5837.0,1,y,no,11,3,3,part time,3,,4,3,1,,0,0,2245.0,1999,26940.0,,,False,
29,yes,travel rarely,290.03550973654063,,1,2,life sciences,1,1327,2,1,36.25443871706758,2,1, laboratory technician ,1,married,2342.59,6090.75,1,,,11,3,4,part time,1,1.0,1,3,1,,0,0,2342.59,1994,28111.13,,,True,
40,no,travel frequently,525.5714285714286,,16,4,medical,1,1328,1,0,65.69642857142857,2,2, laboratory technician ,3,unknown,4245.0,11037.0,6,y,no,14,3,4,part time,0,10.0,6,3,1,,0,0,4245.0,1983,50940.0,,,True,
30,no,travel rarely,556.2566609977324, research & development ,2,3,,1,1329,3,1,69.53208262471655,2,2, manufacturing director ,4,single,4492.84,11681.39,5,y,,24,4,2,part time,0,12.0,4,2,0,,0,0,4492.84,1993,53914.11, manufacturing director     research & development ,,True,
45,no,,234.6190476190476,,2,3,,1,1330,2,1,29.32738095238096,2,1, research scientist ,3,unknown,1895.0,4927.0,1,,no,14,3,4,part time,0,1.0,3,3,1,,0,0,,1978,22740.0,,,True,
27,no,,290.03550973654063,,3,3,medical,1,1331,4,0,36.25443871706758,3,1, research scientist ,4,married,2342.59,6090.75,1,,,11,3,3,part time,3,0.0,6,2,0,,0,0,2342.59,1996,28111.13,,,True,
37,no,,556.2566609977324,,16,4,marketing,1,1332,4,0,69.53208262471655,2,2, sales executive ,3,unknown,4492.8425,11681.39,4,y,,19,,4,part time,2,9.0,2,3,1,,0,0,,1986,53914.11,,,True,
32,no,,238.7460317460317,,1,3,life sciences,1,1333,4,0,29.84325396825396,3,1, laboratory technician ,4,divorced,1928.33,5013.67,0,,no,12,,2,part time,1,4.0,2,3,3,,0,2,1928.33,1991,23140.0,,,True,
53,no,travel rarely,1582.7713464696226,,8,3,marketing,1,1334,1,0,197.84641830870282,3,4, sales executive ,4,married,12783.9225,33238.2,5,,,14,3,3,full time,1,28.0,3,3,2,,2,2,,1970,153407.07,,,True,
37,no,,1032.4872861766066,,19,2,,1,1335,19,0,129.06091077207583,3,3, sales executive ,2,single,8339.32,21682.23,1,,yes,13,3,4,part time,0,,2,3,10,,0,9,,1986,100071.84,,,False,
32,yes,travel rarely,290.03550973654063,,25,4,,1,1336,1,0,36.25443871706758,3,1, laboratory technician ,4,unknown,2342.59,6090.75,1,y,,24,4,3,part time,0,1.0,2,1,1,,0,1,2342.59,1991,28111.13,,,True,
58,yes,travel frequently,245.5555555555556,,2,1,,1,1337,4,0,30.69444444444445,2,1, laboratory technician ,4,divorced,1983.3333333333333,5156.67,9,y,,14,3,4,part time,1,3.0,3,2,1,,0,0,,1965,23800.0,,,True,
43,no,travel rarely,556.2566609977324,,8,3,,1,1338,1,1,69.53208262471655,3,2, manufacturing director ,2,divorced,4492.84,11681.39,4,y,no,21,4,3,part time,1,4.0,2,4,1,,0,0,4492.84,1980,53914.11,,,False,
21,yes,travel rarely,290.03550973654063, research & development ,18,1,other,1,1339,4,1,36.25443871706758,3,1, research scientist ,4,single,2342.59,6090.75,1,,no,19,,1,part time,0,,3,2,1,,0,0,2342.59,2002,28111.13, research scientist     research & development ,,False,
34,no,,207.1746031746032,,48,3,life sciences,1,1340,48,0,25.8968253968254,3,1, laboratory technician ,2,unknown,1673.33,4350.67,1,y,no,14,3,2,part time,2,1.0,3,3,1,,1,0,1673.33,1989,20080.0,,,True,
58,no,,1088.6984126984128,,5,3,,1,1341,3,1,136.0873015873016,2,3, healthcare representative ,2,divorced,8793.33,22862.67,2,y,,13,,4,full time,1,24.0,3,3,6,,0,4,8793.33,1965,105520.0,,,False,
48,no,,233.07142857142856,,20,4,medical,1,1342,4,0,29.13392857142857,3,1, research scientist ,3,married,1882.5,4894.5,4,,,17,3,1,part time,2,13.0,2,2,0,,0,0,1882.5,1975,22590.0,,,False,
32,no,non travel,290.03550973654063,,1,3,life sciences,1,1343,3,1,36.25443871706758,2,1, laboratory technician ,2,married,2342.59,6090.75,6,,no,20,,3,part time,0,5.0,3,3,3,,0,2,2342.59,1991,28111.13,,,True,
25,yes,,248.96031746031747,,19,2,marketing,1,1344,3,0,31.120039682539684,2,1, sales representative ,2,married,2010.8333333333333,5228.17,1,y,yes,18,,3,part time,3,,2,3,1,,0,0,,1998,24130.0,,,False,
40,no,,1032.4872861766066, sales ,10,4,marketing,1,1345,1,0,129.06091077207583,2,3, sales executive ,2,divorced,8339.32,21682.23,2,,no,12,3,2,part time,1,11.0,2,2,1,,0,0,8339.32,1983,100071.84, sales executive     sales ,,True,
19,yes,,218.8333333333333,,21,3,other,1,1346,4,0,27.354166666666668,2,1, sales representative ,2,single,1767.5,4595.5,1,y,yes,13,3,2,part time,0,1.0,3,4,1,,0,0,,2004,21210.0,,,False,
20,yes,travel rarely,290.03550973654063, research & development ,4,3,technical degree,1,1347,1,0,36.25443871706758,3,1, laboratory technician ,1,single,2342.59,6090.75,1,y,,19,3,2,part time,0,1.0,2,3,1,,0,0,2342.59,2003,28111.13, laboratory technician     research & development ,,False,
33,no,travel rarely,556.2566609977324,,1,3,,1,1348,2,1,69.53208262471655,2,2, healthcare representative ,4,unknown,4492.84,11681.39,0,,,14,3,1,part time,0,6.0,3,3,5,,1,4,4492.84,1990,53914.11,,,True,
58,yes,travel rarely,255.7698412698413,,2,3,,1,1349,4,0,31.97123015873016,3,1, research scientist ,3,single,2065.8333333333335,5371.17,4,y,no,24,4,1,part time,0,7.0,4,3,1,,0,0,,1965,24790.0,,,False,
40,yes,non travel,1361.2857142857142,,24,3,,1,1350,2,1,170.16071428571428,4,4, sales executive ,2,single,10995.0,28587.0,4,,,16,3,4,full time,0,22.0,2,2,1,,0,0,,1983,131940.0,,,True,
29,yes,travel rarely,290.03550973654063,,10,3,,1,1351,4,1,36.25443871706758,2,1, research scientist ,1,single,2342.59,6090.75,6,,yes,20,4,3,part time,0,3.0,5,3,0,,0,0,2342.59,1994,28111.13,,,True,
47,no,travel rarely,429.515873015873,,18,2,life sciences,1,1352,4,1,53.68948412698413,3,2, sales executive ,4,single,3469.17,9019.83,1,y,yes,17,3,3,,0,9.0,0,3,9,,0,7,3469.17,1976,41630.04,,,False,41630.04
18,no,,290.03550973654063,,5,2,,1,1353,2,0,36.25443871706758,3,1, research scientist ,4,unknown,2342.59,6090.75,1,,no,15,3,4,part time,0,,2,3,0,,0,0,2342.59,2005,28111.13,,,True,
20,yes,,268.25396825396825,,16,3,medical,1,1354,4,1,33.53174603174603,2,1, research scientist ,1,unknown,2166.6666666666665,5633.33,1,,yes,15,3,1,part time,0,1.0,2,3,1,,0,0,,2003,26000.0,,,False,
42,no,,1888.4047619047624,,5,2,,1,1355,4,0,236.0505952380953,3,5, manager ,3,unknown,15252.5,39656.5,6,,no,13,3,2,full time,0,21.0,3,4,1,,0,0,15252.5,1981,183030.0,,,True,
50,no,travel rarely,245.5555555555556, research & development ,9,3,,1,1356,1,0,30.69444444444445,3,1, laboratory technician ,4,married,1983.33,5156.67,4,,no,18,,2,,0,8.0,5,3,1,,0,0,1983.33,1973,23799.96, laboratory technician     research & development ,,True,23799.96
37,yes,travel rarely,492.8650793650794,,11,2,medical,1,1357,1,1,61.608134920634924,1,2, healthcare representative ,2,unknown,3980.83,10350.17,5,,no,15,3,1,part time,0,15.0,2,1,1,,0,0,3980.83,1986,47770.0,,,True,
38,no,,556.2566609977324,,3,4,life sciences,1,1358,2,0,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,8,,yes,12,3,3,,0,19.0,1,3,1,,0,0,4492.84,1985,53914.08,,,False,53914.08
36,yes,,556.2566609977324,,15,3,,1,1359,1,0,69.53208262471655,3,2, laboratory technician ,3,divorced,4492.8425,11681.39,7,,,14,3,2,part time,1,9.0,3,2,1,,0,0,,1987,53914.11,,,True,
28,no,travel rarely,108.53968253968254, sales ,10,1,medical,1,1360,4,0,13.567460317460318,3,1, sales representative ,2,married,87667.0,2279.33,1,y,no,22,4,2,,0,,5,3,1,,0,0,87667.0,1995,10520.0, sales representative     sales ,,True,
43,no,,1032.4872861766066,,25,3,,1,1361,3,0,129.06091077207583,2,3, sales executive ,4,unknown,8339.32,21682.23,5,y,no,13,3,3,part time,1,18.0,5,3,1,,0,0,,1980,100071.84,,,True,
21,yes,travel rarely,290.03550973654063, research & development ,10,3,,1,1362,3,1,36.25443871706758,2,1, laboratory technician ,1,single,2342.59,6090.75,1,,no,13,,1,part time,0,1.0,6,2,1,,1,0,2342.59,2002,28111.13, laboratory technician     research & development ,,True,
51,yes,travel rarely,253.91269841269843,,4,4,,1,1363,1,0,31.739087301587304,3,1, research scientist ,3,married,2050.8333333333335,5332.17,9,,,12,,3,part time,3,18.0,2,4,10,,2,7,,1972,24610.0,,,False,
37,no,,556.2566609977324, sales ,10,4,,1,1364,4,1,69.53208262471655,2,2, sales executive ,4,divorced,4492.8425,11681.39,2,,yes,14,,3,part time,3,8.0,5,3,1,,0,0,,1986,53914.11, sales executive     sales ,,False,
28,yes,,267.8412698412698, research & development ,1,3,medical,1,1365,1,0,33.48015873015873,2,1, laboratory technician ,2,divorced,2163.3333333333335,5624.67,1,,no,15,,1,,2,,2,3,1,,0,0,,1995,25960.0, laboratory technician     research & development ,,False,
50,yes,,487.8095238095239,,1,4,,1,1366,4,0,60.97619047619049,3,2, sales executive ,3,single,3940.0,10244.0,3,y,yes,14,3,4,part time,0,5.0,4,3,0,,0,0,,1973,47280.0,,,True,
34,no,,290.03550973654063,,3,4,,1,1367,3,0,36.25443871706758,2,1, research scientist ,4,unknown,2342.59,6090.75,3,y,no,17,3,4,part time,3,6.0,2,3,0,,0,0,2342.59,1989,28111.13,,,True,
38,no,travel rarely,758.436507936508,,2,2,marketing,1,1368,4,0,94.8045634920635,3,3, sales executive ,2,single,6125.83,15927.17,7,y,no,16,3,3,part time,0,,2,3,1,,0,0,6125.83,1985,73510.0,,,True,
42,no,,556.2566609977324,,29,3,,1,1369,2,0,69.53208262471655,1,2, laboratory technician ,4,unknown,4492.84,11681.39,4,,,19,3,1,part time,0,16.0,3,3,1,,0,0,4492.84,1981,53914.11,,,False,
18,yes,,290.03550973654063,,8,1,,1,1370,3,0,36.25443871706758,3,1, laboratory technician ,3,single,2342.59,6090.75,1,,no,12,3,4,part time,0,,0,3,0,,0,0,2342.59,2005,28111.13,,,True,
41,no,,491.73015873015873,,12,4,,1,1371,2,0,61.46626984126984,3,1, laboratory technician ,4,unknown,3971.67,10326.33,3,,yes,11,3,1,full time,1,6.0,4,,1,,0,0,3971.67,1982,47660.0,,,False,
35,no,travel rarely,232.968253968254, research & development ,1,4,medical,1,1372,4,0,29.12103174603175,2,1, laboratory technician ,3,unknown,1881.67,4892.33,6,y,no,12,3,2,part time,1,,2,3,8,,1,7,1881.67,1988,22580.0, laboratory technician     research & development ,,True,
