age,attrition,businesstravel,dailyrate($),department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate($),jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome($),monthlyrate($),numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome($),datebirth,salary($),roledepartament,numberchildren,remotework,edad_temp
47,no,travel frequently,556.2566609977324,unknown,4,1,medical,1,1283,2,male,69.53208262471655,3,2, sales representative ,3,unknown,4492.8425,11681.39,3,True,no,19,3,1,part time,0,5.0,3,3,0,,0,0,4492.8425,1970-01-01 00:00:00.000001976,53914.11,unknown,,False,55
42,no,travel rarely,1649.968253968254,unknown,23,5,unknown,1,1284,1,female,206.24603174603175,3,4, research director ,4,single,13326.666666666666,34649.33,2,True,no,14,3,2,full time,0,16.0,2,3,1,,0,0,13326.666666666666,1970-01-01 00:00:00.000001981,159920.0,unknown,,False,55
32,no,unknown,244.52380952380955,unknown,2,3,unknown,1,1285,3,female,30.5654761904762,3,1, laboratory technician ,2,married,1975.0,5135.0,1,True,no,13,3,3,part time,1,8.0,4,3,8,,0,7,1975.0,1970-01-01 00:00:00.000001991,23700.0,unknown,,True,55
48,no,travel rarely,1032.4872861766066,unknown,29,1,medical,1,1286,1,female,129.06091077207583,3,3, manager ,3,married,8339.32,21682.23,3,True,unknown,21,4,2,part time,1,15.0,3,1,0,,0,0,8339.32,1970-01-01 00:00:00.000001975,100071.84,unknown,,True,55
42,no,travel rarely,699.6269841269841, research & development ,2,4,unknown,1,1287,1,male,87.45337301587301,2,2, healthcare representative ,4,unknown,5650.83,14692.17,3,True,unknown,23,4,2,full time,0,,6,3,1,,0,0,5650.83,1970-01-01 00:00:00.000001981,67810.0, healthcare representative     research & development ,,False,55
36,no,non travel,686.4206349206349,unknown,1,5,medical,1,1288,4,female,85.80257936507937,3,2, sales executive ,4,unknown,5544.17,14414.83,4,True,unknown,15,3,2,unknown,0,,6,3,1,,0,0,5544.17,1970-01-01 00:00:00.000001987,66530.04000000001,unknown,,True,55
33,yes,travel rarely,294.1507936507937,unknown,5,3,marketing,1,1289,4,female,36.76884920634921,3,1, sales representative ,3,single,2375.8333333333335,6177.17,1,True,unknown,13,3,2,full time,0,1.0,2,3,1,,0,0,2375.8333333333335,1970-01-01 00:00:00.000001990,28510.0,unknown,,False,55
46,no,unknown,542.4920634920635, research & development ,7,4,medical,1,1290,3,female,67.81150793650794,3,2, manufacturing director ,3,married,4381.666666666667,11392.33,2,True,unknown,14,3,3,part time,0,7.0,2,4,1,,0,0,4381.666666666667,1970-01-01 00:00:00.000001977,52580.0, manufacturing director     research & development ,,True,55
21,yes,travel rarely,290.03550973654063, sales ,12,3,life sciences,1,1291,3,female,36.25443871706758,4,1, sales representative ,2,single,2342.59,6090.75,1,True,unknown,15,3,4,unknown,0,1.0,0,3,1,,0,0,2342.59,1970-01-01 00:00:00.000002002,28111.08, sales representative     sales ,,False,55
30,no,unknown,255.46031746031747,unknown,2,1,technical degree,1,1292,3,male,31.932539682539684,3,1, sales representative ,2,unknown,2063.33,5364.67,1,True,unknown,18,3,1,unknown,1,,3,3,1,,0,0,2063.33,1970-01-01 00:00:00.000001993,24759.96,unknown,,True,55
30,yes,travel frequently,235.75396825396828,unknown,4,3,unknown,1,1293,3,male,29.469246031746035,3,1, research scientist ,4,single,1904.17,4950.83,9,True,yes,23,4,3,part time,0,3.0,4,3,1,,0,0,1904.17,1970-01-01 00:00:00.000001993,22850.0,unknown,,False,55
32,no,travel rarely,433.0238095238095,unknown,10,4,unknown,1,1294,3,male,54.12797619047619,3,2, manufacturing director ,2,single,3497.5,9093.5,2,True,unknown,12,3,4,part time,0,18.0,2,2,1,,0,1,3497.5,1970-01-01 00:00:00.000001986,41970.0,unknown,,True,55
40,no,travel rarely,355.7460317460318,unknown,2,3,unknown,1,1295,2,female,44.468253968253975,2,2, laboratory technician ,3,married,2873.33,7470.67,6,True,no,22,4,2,unknown,1,,3,3,1,,0,0,2873.33,1970-01-01 00:00:00.000001983,34479.96,unknown,,True,55
28,no,travel rarely,470.26984126984127,unknown,17,2,unknown,1,1296,3,male,58.78373015873016,3,2, laboratory technician ,1,unknown,3798.33,9875.67,1,True,unknown,12,3,4,part time,1,10.0,2,3,10,,1,8,3798.33,1970-01-01 00:00:00.000001995,45580.0,unknown,,False,55
38,no,travel frequently,175.60317460317464,unknown,2,2,unknown,1,1297,4,male,21.95039682539683,3,1, laboratory technician ,4,married,1418.33,3687.67,1,True,yes,23,4,3,part time,1,,3,3,1,,0,0,1418.33,1970-01-01 00:00:00.000001985,17020.0,unknown,,False,55
19,yes,unknown,264.53968253968253,unknown,2,2,technical degree,1,1298,1,male,33.06746031746032,2,1, human resources ,4,single,2136.67,5555.33,1,True,no,12,3,3,part time,0,1.0,3,4,1,,0,0,2136.67,1970-01-01 00:00:00.000002004,25640.0,unknown,,True,55
57,no,travel rarely,1582.7713464696226,unknown,29,3,unknown,1,1299,1,male,197.84641830870282,2,4, manager ,4,divorced,12783.9225,33238.2,3,True,no,12,3,3,full time,1,,3,2,1,,0,0,12783.9225,1970-01-01 00:00:00.000001966,153407.07,unknown,,True,55
47,no,travel rarely,523.0952380952382,unknown,2,2,medical,1,1300,1,female,65.38690476190477,3,2, manufacturing director ,4,unknown,4225.0,10985.0,5,True,unknown,13,3,3,part time,3,20.0,2,3,5,,0,4,4225.0,1970-01-01 00:00:00.000001976,50700.0,unknown,,True,55
54,no,travel rarely,390.0,unknown,8,4,life sciences,1,1301,3,female,48.75,3,2, laboratory technician ,3,single,3150.0,8190.0,7,True,unknown,11,3,3,part time,0,,3,3,1,,0,0,3150.0,1970-01-01 00:00:00.000001969,37800.0,unknown,,False,55
31,yes,travel frequently,1013.5873015873016,unknown,42,3,unknown,1,1302,4,male,126.6984126984127,3,3, healthcare representative ,3,unknown,8186.666666666667,21285.33,3,True,no,12,3,1,part time,0,12.0,2,3,1,,0,0,8186.666666666667,1970-01-01 00:00:00.000001992,98240.0,unknown,,True,55
18,yes,travel frequently,193.7619047619048,unknown,5,3,marketing,1,1303,2,male,24.2202380952381,3,1, sales representative ,2,unknown,1565.0,4069.0,1,True,yes,14,3,4,part time,0,,3,3,0,,0,0,1565.0,1970-01-01 00:00:00.000002005,18780.0,unknown,,False,55
40,no,unknown,1032.4872861766066,unknown,28,3,other,1,1304,3,male,129.06091077207583,1,3, sales executive ,1,unknown,8339.32,21682.23,3,True,no,15,3,3,part time,1,20.0,2,3,1,,0,1,8339.32,1970-01-01 00:00:00.000001983,100071.84,unknown,,True,55
26,no,unknown,556.2566609977324,unknown,29,2,unknown,1,1305,1,male,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,5,True,unknown,12,3,1,part time,2,8.0,5,3,0,,0,0,4492.84,1970-01-01 00:00:00.000001997,53914.11,unknown,,True,55
26,yes,travel rarely,241.42857142857144, research & development ,24,3,unknown,1,1306,3,male,30.17857142857143,1,1, laboratory technician ,4,single,1950.0,5070.0,1,True,yes,18,3,2,unknown,0,1.0,3,1,1,,0,0,1950.0,1970-01-01 00:00:00.000001997,23400.0, laboratory technician     research & development ,,True,55
38,no,unknown,556.2566609977324,unknown,10,3,unknown,1,1307,3,female,69.53208262471655,3,2, healthcare representative ,3,unknown,4492.84,11681.39,3,True,no,19,3,3,unknown,1,18.0,4,3,1,,0,0,4492.84,1970-01-01 00:00:00.000001985,53914.08,unknown,,True,55
24,no,unknown,219.4523809523809,unknown,17,2,other,1,1308,4,male,27.431547619047613,2,1, laboratory technician ,2,married,1772.5,4608.5,1,True,no,21,4,4,part time,1,1.0,2,3,1,,0,0,1772.5,1970-01-01 00:00:00.000001999,21270.0,unknown,,True,55
30,yes,travel frequently,209.75396825396828,unknown,12,4,unknown,1,1309,2,male,26.219246031746035,2,1, sales representative ,1,married,1694.17,4404.83,1,True,no,18,3,3,part time,1,1.0,2,4,1,,0,0,1694.17,1970-01-01 00:00:00.000001993,20330.0,unknown,,True,55
37,no,travel rarely,990.6825396825396,unknown,2,3,marketing,1,1310,4,male,123.83531746031746,3,2, sales executive ,3,married,8001.67,20804.33,4,True,unknown,11,3,3,full time,1,,3,2,3,,1,0,8001.67,1970-01-01 00:00:00.000001986,96020.0,unknown,,False,55
20,no,travel rarely,290.03550973654063, research & development ,1,3,life sciences,1,1311,4,female,36.25443871706758,2,1, research scientist ,2,unknown,2342.59,6090.75,1,True,no,13,3,4,part time,0,1.0,0,4,1,,0,0,2342.59,1970-01-01 00:00:00.000002003,28111.13, research scientist     research & development ,,True,55
43,no,unknown,1715.4841269841272,unknown,14,4,other,1,1312,2,male,214.4355158730159,2,4, research director ,4,divorced,13855.83,36025.17,4,True,unknown,14,3,3,full time,1,21.0,3,3,1,,0,0,13855.83,1970-01-01 00:00:00.000001980,166270.0,unknown,,False,55
38,no,unknown,290.03550973654063,unknown,27,1,life sciences,1,1313,3,female,36.25443871706758,3,1, research scientist ,1,unknown,2342.59,6090.75,3,True,no,17,3,4,part time,0,8.0,3,2,0,,0,0,2342.59,1970-01-01 00:00:00.000001985,28111.13,unknown,,True,55
33,no,unknown,556.2566609977324, sales ,8,4,marketing,1,1314,3,male,69.53208262471655,3,2, sales executive ,3,divorced,4492.84,11681.39,0,True,unknown,12,3,4,part time,0,6.0,3,3,5,,1,2,4492.84,1970-01-01 00:00:00.000001990,53914.11, sales executive     sales ,,False,55
30,no,unknown,214.91269841269843,unknown,3,3,unknown,1,1315,3,female,26.864087301587304,3,1, research scientist ,3,unknown,1735.83,4513.17,1,True,no,20,4,3,part time,1,1.0,2,3,1,,0,0,1735.83,1970-01-01 00:00:00.000001993,20830.0,unknown,,False,55
29,no,unknown,556.2566609977324, sales ,44,2,medical,1,1316,2,female,69.53208262471655,3,2, sales executive ,3,unknown,4492.84,11681.39,1,True,no,14,3,1,part time,1,,5,2,6,,1,2,4492.84,1970-01-01 00:00:00.000001994,53914.11, sales executive     sales ,,False,55
20,yes,unknown,104.1031746031746,unknown,10,1,medical,1,1317,4,male,13.012896825396826,3,1, research scientist ,3,single,84083.0,2186.17,1,True,unknown,11,3,4,part time,0,,5,3,1,,1,1,84083.0,1970-01-01 00:00:00.000002003,10090.0,unknown,,True,55
35,no,non travel,290.03550973654063,unknown,20,3,unknown,1,1318,2,male,36.25443871706758,2,1, laboratory technician ,3,married,2342.59,6090.75,1,True,no,18,3,3,unknown,2,1.0,3,3,1,,0,0,2342.59,1970-01-01 00:00:00.000001988,28111.08,unknown,,False,55
37,no,unknown,290.03550973654063,unknown,10,2,life sciences,1,1319,4,male,36.25443871706758,4,1, research scientist ,4,single,2342.5941666666668,6090.75,3,True,no,17,3,1,part time,0,,2,3,1,,0,0,2342.5941666666668,1970-01-01 00:00:00.000001986,28111.13,unknown,,True,55
38,no,unknown,811.0555555555557,unknown,1,3,unknown,1,1320,3,female,101.38194444444446,3,3, manufacturing director ,3,single,6550.83,17032.17,4,True,yes,14,3,4,part time,0,10.0,4,3,1,,0,0,6550.83,1970-01-01 00:00:00.000001985,78610.0,unknown,,True,55
29,no,unknown,272.5873015873016,unknown,10,3,unknown,1,1321,3,male,34.0734126984127,3,1, sales representative ,3,single,2201.67,5724.33,1,True,no,11,3,3,part time,0,1.0,6,3,1,,0,0,2201.67,1970-01-01 00:00:00.000001994,26420.0,unknown,,False,55
35,no,unknown,556.2566609977324,unknown,2,4,unknown,1,1322,4,female,69.53208262471655,3,2, healthcare representative ,1,divorced,4492.84,11681.39,2,True,no,11,3,1,part time,1,16.0,2,4,1,,0,0,4492.84,1970-01-01 00:00:00.000001988,53914.11,unknown,,True,55
38,no,travel rarely,290.03550973654063,unknown,2,5,medical,1,1323,4,male,36.25443871706758,3,1, research scientist ,3,married,2342.59,6090.75,6,True,yes,13,3,2,unknown,1,,0,1,1,,0,1,2342.59,1970-01-01 00:00:00.000001985,28111.08,unknown,,True,55
34,no,travel rarely,528.3571428571429,unknown,8,5,life sciences,1,1324,2,female,66.04464285714286,3,2, manufacturing director ,1,unknown,4267.5,11095.5,3,True,no,14,3,3,part time,1,,3,3,0,,0,0,4267.5,1970-01-01 00:00:00.000001989,51210.0,unknown,,True,55
23,yes,unknown,290.03550973654063,unknown,6,3,life sciences,1,1325,3,male,36.25443871706758,4,1, laboratory technician ,1,unknown,2342.59,6090.75,1,True,yes,21,4,3,unknown,2,1.0,2,3,0,,0,0,2342.59,1970-01-01 00:00:00.000002000,28111.08,unknown,,False,55
24,no,unknown,277.95238095238096,unknown,9,3,life sciences,1,1326,3,male,34.74404761904762,2,1, laboratory technician ,2,divorced,2245.0,5837.0,1,True,no,11,3,3,part time,3,,4,3,1,,0,0,2245.0,1970-01-01 00:00:00.000001999,26940.0,unknown,,False,55
29,yes,travel rarely,290.03550973654063,unknown,1,2,life sciences,1,1327,2,female,36.25443871706758,2,1, laboratory technician ,1,married,2342.59,6090.75,1,True,unknown,11,3,4,part time,1,1.0,1,3,1,,0,0,2342.59,1970-01-01 00:00:00.000001994,28111.13,unknown,,True,55
40,no,travel frequently,525.5714285714286,unknown,16,4,medical,1,1328,1,male,65.69642857142857,2,2, laboratory technician ,3,unknown,4245.0,11037.0,6,True,no,14,3,4,part time,0,10.0,6,3,1,,0,0,4245.0,1970-01-01 00:00:00.000001983,50940.0,unknown,,True,55
30,no,travel rarely,556.2566609977324, research & development ,2,3,unknown,1,1329,3,female,69.53208262471655,2,2, manufacturing director ,4,single,4492.84,11681.39,5,True,unknown,24,4,2,part time,0,12.0,4,2,0,,0,0,4492.84,1970-01-01 00:00:00.000001993,53914.11, manufacturing director     research & development ,,True,55
45,no,unknown,234.6190476190476,unknown,2,3,unknown,1,1330,2,female,29.32738095238096,2,1, research scientist ,3,unknown,1895.0,4927.0,1,True,no,14,3,4,part time,0,1.0,3,3,1,,0,0,1895.0,1970-01-01 00:00:00.000001978,22740.0,unknown,,True,55
27,no,unknown,290.03550973654063,unknown,3,3,medical,1,1331,4,male,36.25443871706758,3,1, research scientist ,4,married,2342.59,6090.75,1,True,unknown,11,3,3,part time,3,0.0,6,2,0,,0,0,2342.59,1970-01-01 00:00:00.000001996,28111.13,unknown,,True,55
37,no,unknown,556.2566609977324,unknown,16,4,marketing,1,1332,4,male,69.53208262471655,2,2, sales executive ,3,unknown,4492.8425,11681.39,4,True,unknown,19,3,4,part time,2,9.0,2,3,1,,0,0,4492.8425,1970-01-01 00:00:00.000001986,53914.11,unknown,,True,55
32,no,unknown,238.7460317460317,unknown,1,3,life sciences,1,1333,4,male,29.84325396825396,3,1, laboratory technician ,4,divorced,1928.33,5013.67,0,True,no,12,3,2,part time,1,4.0,2,3,3,,0,2,1928.33,1970-01-01 00:00:00.000001991,23140.0,unknown,,True,55
53,no,travel rarely,1582.7713464696226,unknown,8,3,marketing,1,1334,1,male,197.84641830870282,3,4, sales executive ,4,married,12783.9225,33238.2,5,True,unknown,14,3,3,full time,1,28.0,3,3,2,,2,2,12783.9225,1970-01-01 00:00:00.000001970,153407.07,unknown,,True,55
37,no,unknown,1032.4872861766066,unknown,19,2,unknown,1,1335,1,male,129.06091077207583,3,3, sales executive ,2,single,8339.32,21682.23,1,True,yes,13,3,4,part time,0,,2,3,10,,0,9,8339.32,1970-01-01 00:00:00.000001986,100071.84,unknown,,False,55
32,yes,travel rarely,290.03550973654063,unknown,25,4,unknown,1,1336,1,male,36.25443871706758,3,1, laboratory technician ,4,unknown,2342.59,6090.75,1,True,unknown,24,4,3,part time,0,1.0,2,1,1,,0,1,2342.59,1970-01-01 00:00:00.000001991,28111.13,unknown,,True,55
58,yes,travel frequently,245.5555555555556,unknown,2,1,unknown,1,1337,4,male,30.69444444444445,2,1, laboratory technician ,4,divorced,1983.3333333333333,5156.67,9,True,unknown,14,3,4,part time,1,3.0,3,2,1,,0,0,1983.3333333333333,1970-01-01 00:00:00.000001965,23800.0,unknown,,True,55
43,no,travel rarely,556.2566609977324,unknown,8,3,unknown,1,1338,1,female,69.53208262471655,3,2, manufacturing director ,2,divorced,4492.84,11681.39,4,True,no,21,4,3,part time,1,4.0,2,4,1,,0,0,4492.84,1970-01-01 00:00:00.000001980,53914.11,unknown,,False,55
21,yes,travel rarely,290.03550973654063, research & development ,18,1,other,1,1339,4,female,36.25443871706758,3,1, research scientist ,4,single,2342.59,6090.75,1,True,no,19,3,1,part time,0,,3,2,1,,0,0,2342.59,1970-01-01 00:00:00.000002002,28111.13, research scientist     research & development ,,False,55
34,no,unknown,207.1746031746032,unknown,48,3,life sciences,1,1340,4,male,25.8968253968254,3,1, laboratory technician ,2,unknown,1673.33,4350.67,1,True,no,14,3,2,part time,2,1.0,3,3,1,,1,0,1673.33,1970-01-01 00:00:00.000001989,20080.0,unknown,,True,55
58,no,unknown,1088.6984126984128,unknown,5,3,unknown,1,1341,3,female,136.0873015873016,2,3, healthcare representative ,2,divorced,8793.33,22862.67,2,True,unknown,13,3,4,full time,1,24.0,3,3,6,,0,4,8793.33,1970-01-01 00:00:00.000001965,105520.0,unknown,,False,55
48,no,unknown,233.07142857142856,unknown,20,4,medical,1,1342,4,male,29.13392857142857,3,1, research scientist ,3,married,1882.5,4894.5,4,True,unknown,17,3,1,part time,2,13.0,2,2,0,,0,0,1882.5,1970-01-01 00:00:00.000001975,22590.0,unknown,,False,55
32,no,non travel,290.03550973654063,unknown,1,3,life sciences,1,1343,3,female,36.25443871706758,2,1, laboratory technician ,2,married,2342.59,6090.75,6,True,no,20,3,3,part time,0,5.0,3,3,3,,0,2,2342.59,1970-01-01 00:00:00.000001991,28111.13,unknown,,True,55
25,yes,unknown,248.96031746031747,unknown,19,2,marketing,1,1344,3,male,31.120039682539684,2,1, sales representative ,2,married,2010.8333333333333,5228.17,1,True,yes,18,3,3,part time,3,,2,3,1,,0,0,2010.8333333333333,1970-01-01 00:00:00.000001998,24130.0,unknown,,False,55
40,no,unknown,1032.4872861766066, sales ,10,4,marketing,1,1345,1,male,129.06091077207583,2,3, sales executive ,2,divorced,8339.32,21682.23,2,True,no,12,3,2,part time,1,11.0,2,2,1,,0,0,8339.32,1970-01-01 00:00:00.000001983,100071.84, sales executive     sales ,,True,55
19,yes,unknown,218.8333333333333,unknown,21,3,other,1,1346,4,male,27.354166666666668,2,1, sales representative ,2,single,1767.5,4595.5,1,True,yes,13,3,2,part time,0,1.0,3,4,1,,0,0,1767.5,1970-01-01 00:00:00.000002004,21210.0,unknown,,False,55
20,yes,travel rarely,290.03550973654063, research & development ,4,3,technical degree,1,1347,1,male,36.25443871706758,3,1, laboratory technician ,1,single,2342.59,6090.75,1,True,unknown,19,3,2,part time,0,1.0,2,3,1,,0,0,2342.59,1970-01-01 00:00:00.000002003,28111.13, laboratory technician     research & development ,,False,55
33,no,travel rarely,556.2566609977324,unknown,1,3,unknown,1,1348,2,female,69.53208262471655,2,2, healthcare representative ,4,unknown,4492.84,11681.39,0,True,unknown,14,3,1,part time,0,6.0,3,3,5,,1,4,4492.84,1970-01-01 00:00:00.000001990,53914.11,unknown,,True,55
58,yes,travel rarely,255.7698412698413,unknown,2,3,unknown,1,1349,4,male,31.97123015873016,3,1, research scientist ,3,single,2065.8333333333335,5371.17,4,True,no,24,4,1,part time,0,7.0,4,3,1,,0,0,2065.8333333333335,1970-01-01 00:00:00.000001965,24790.0,unknown,,False,55
40,yes,non travel,1361.2857142857142,unknown,24,3,unknown,1,1350,2,female,170.16071428571428,4,4, sales executive ,2,single,10995.0,28587.0,4,True,unknown,16,3,4,full time,0,22.0,2,2,1,,0,0,10995.0,1970-01-01 00:00:00.000001983,131940.0,unknown,,True,55
29,yes,travel rarely,290.03550973654063,unknown,10,3,unknown,1,1351,4,female,36.25443871706758,2,1, research scientist ,1,single,2342.59,6090.75,6,True,yes,20,4,3,part time,0,3.0,5,3,0,,0,0,2342.59,1970-01-01 00:00:00.000001994,28111.13,unknown,,True,55
47,no,travel rarely,429.515873015873,unknown,18,2,life sciences,1,1352,4,female,53.68948412698413,3,2, sales executive ,4,single,3469.17,9019.83,1,True,yes,17,3,3,unknown,0,9.0,0,3,9,,0,7,3469.17,1970-01-01 00:00:00.000001976,41630.04,unknown,,False,55
18,no,unknown,290.03550973654063,unknown,5,2,unknown,1,1353,2,male,36.25443871706758,3,1, research scientist ,4,unknown,2342.59,6090.75,1,True,no,15,3,4,part time,0,,2,3,0,,0,0,2342.59,1970-01-01 00:00:00.000002005,28111.13,unknown,,True,55
20,yes,unknown,268.25396825396825,unknown,16,3,medical,1,1354,4,female,33.53174603174603,2,1, research scientist ,1,unknown,2166.6666666666665,5633.33,1,True,yes,15,3,1,part time,0,1.0,2,3,1,,0,0,2166.6666666666665,1970-01-01 00:00:00.000002003,26000.0,unknown,,False,55
42,no,unknown,1888.4047619047624,unknown,5,2,unknown,1,1355,4,male,236.0505952380953,3,5, manager ,3,unknown,15252.5,39656.5,6,True,no,13,3,2,full time,0,21.0,3,4,1,,0,0,15252.5,1970-01-01 00:00:00.000001981,183030.0,unknown,,True,55
50,no,travel rarely,245.5555555555556, research & development ,9,3,unknown,1,1356,1,male,30.69444444444445,3,1, laboratory technician ,4,married,1983.33,5156.67,4,True,no,18,3,2,unknown,0,8.0,5,3,1,,0,0,1983.33,1970-01-01 00:00:00.000001973,23799.96, laboratory technician     research & development ,,True,55
37,yes,travel rarely,492.8650793650794,unknown,11,2,medical,1,1357,1,female,61.608134920634924,1,2, healthcare representative ,2,unknown,3980.83,10350.17,5,True,no,15,3,1,part time,0,15.0,2,1,1,,0,0,3980.83,1970-01-01 00:00:00.000001986,47770.0,unknown,,True,55
38,no,unknown,556.2566609977324,unknown,3,4,life sciences,1,1358,2,male,69.53208262471655,3,2, sales executive ,4,unknown,4492.84,11681.39,8,True,yes,12,3,3,unknown,0,19.0,1,3,1,,0,0,4492.84,1970-01-01 00:00:00.000001985,53914.08,unknown,,False,55
36,yes,unknown,556.2566609977324,unknown,15,3,unknown,1,1359,1,male,69.53208262471655,3,2, laboratory technician ,3,divorced,4492.8425,11681.39,7,True,unknown,14,3,2,part time,1,9.0,3,2,1,,0,0,4492.8425,1970-01-01 00:00:00.000001987,53914.11,unknown,,True,55
28,no,travel rarely,108.53968253968254, sales ,10,1,medical,1,1360,4,male,13.567460317460318,3,1, sales representative ,2,married,87667.0,2279.33,1,True,no,22,4,2,unknown,0,,5,3,1,,0,0,87667.0,1970-01-01 00:00:00.000001995,10520.0, sales representative     sales ,,True,55
43,no,unknown,1032.4872861766066,unknown,25,3,unknown,1,1361,3,male,129.06091077207583,2,3, sales executive ,4,unknown,8339.32,21682.23,5,True,no,13,3,3,part time,1,18.0,5,3,1,,0,0,8339.32,1970-01-01 00:00:00.000001980,100071.84,unknown,,True,55
21,yes,travel rarely,290.03550973654063, research & development ,10,3,unknown,1,1362,3,female,36.25443871706758,2,1, laboratory technician ,1,single,2342.59,6090.75,1,True,no,13,3,1,part time,0,1.0,6,2,1,,1,0,2342.59,1970-01-01 00:00:00.000002002,28111.13, laboratory technician     research & development ,,True,55
51,yes,travel rarely,253.91269841269843,unknown,4,4,unknown,1,1363,1,male,31.739087301587304,3,1, research scientist ,3,married,2050.8333333333335,5332.17,9,True,unknown,12,3,3,part time,3,18.0,2,4,10,,2,7,2050.8333333333335,1970-01-01 00:00:00.000001972,24610.0,unknown,,False,55
37,no,unknown,556.2566609977324, sales ,10,4,unknown,1,1364,4,female,69.53208262471655,2,2, sales executive ,4,divorced,4492.8425,11681.39,2,True,yes,14,3,3,part time,3,8.0,5,3,1,,0,0,4492.8425,1970-01-01 00:00:00.000001986,53914.11, sales executive     sales ,,False,55
28,yes,unknown,267.8412698412698, research & development ,1,3,medical,1,1365,1,male,33.48015873015873,2,1, laboratory technician ,2,divorced,2163.3333333333335,5624.67,1,True,no,15,3,1,unknown,2,,2,3,1,,0,0,2163.3333333333335,1970-01-01 00:00:00.000001995,25960.0, laboratory technician     research & development ,,False,55
50,yes,unknown,487.8095238095239,unknown,1,4,unknown,1,1366,4,male,60.97619047619049,3,2, sales executive ,3,single,3940.0,10244.0,3,True,yes,14,3,4,part time,0,5.0,4,3,0,,0,0,3940.0,1970-01-01 00:00:00.000001973,47280.0,unknown,,True,55
34,no,unknown,290.03550973654063,unknown,3,4,unknown,1,1367,3,male,36.25443871706758,2,1, research scientist ,4,unknown,2342.59,6090.75,3,True,no,17,3,4,part time,3,6.0,2,3,0,,0,0,2342.59,1970-01-01 00:00:00.000001989,28111.13,unknown,,True,55
38,no,travel rarely,758.436507936508,unknown,2,2,marketing,1,1368,4,male,94.8045634920635,3,3, sales executive ,2,single,6125.83,15927.17,7,True,no,16,3,3,part time,0,,2,3,1,,0,0,6125.83,1970-01-01 00:00:00.000001985,73510.0,unknown,,True,55
42,no,unknown,556.2566609977324,unknown,29,3,unknown,1,1369,2,male,69.53208262471655,1,2, laboratory technician ,4,unknown,4492.84,11681.39,4,True,unknown,19,3,1,part time,0,16.0,3,3,1,,0,0,4492.84,1970-01-01 00:00:00.000001981,53914.11,unknown,,False,55
18,yes,unknown,290.03550973654063,unknown,8,1,unknown,1,1370,3,male,36.25443871706758,3,1, laboratory technician ,3,single,2342.59,6090.75,1,True,no,12,3,4,part time,0,,0,3,0,,0,0,2342.59,1970-01-01 00:00:00.000002005,28111.13,unknown,,True,55
41,no,unknown,491.73015873015873,unknown,12,4,unknown,1,1371,2,male,61.46626984126984,3,1, laboratory technician ,4,unknown,3971.67,10326.33,3,True,yes,11,3,1,full time,1,6.0,4,3,1,,0,0,3971.67,1970-01-01 00:00:00.000001982,47660.0,unknown,,False,55
35,no,travel rarely,232.968253968254, research & development ,1,4,medical,1,1372,4,male,29.12103174603175,2,1, laboratory technician ,3,unknown,1881.67,4892.33,6,True,no,12,3,2,part time,1,,2,3,8,,1,7,1881.67,1970-01-01 00:00:00.000001988,22580.0, laboratory technician     research & development ,,True,55
32,no,unknown,291.6746031746032, sales ,2,1,unknown,1,1373,3,female,36.4593253968254,3,1, sales representative ,1,unknown,2355.8333333333335,6125.17,1,True,unknown,12,3,3,full time,3,1.0,3,3,1,,0,0,2355.8333333333335,1970-01-01 00:00:00.000001991,28270.0, sales representative     sales ,,True,55
22,yes,unknown,294.35714285714283,unknown,3,4,life sciences,1,1374,3,male,36.79464285714285,2,1, research scientist ,4,married,2377.5,6181.5,0,True,yes,11,3,2,full time,1,1.0,5,3,0,,0,0,2377.5,1970-01-01 00:00:00.000002001,28530.0,unknown,,True,55
44,no,non travel,236.2698412698413,unknown,26,3,unknown,1,1375,2,male,29.53373015873016,1,1, research scientist ,3,single,1908.3333333333333,4961.67,2,True,no,13,3,4,part time,0,6.0,3,3,0,,0,0,1908.3333333333333,1970-01-01 00:00:00.000001979,22900.0,unknown,,True,55
41,yes,non travel,217.3888888888889,unknown,5,2,life sciences,1,1376,1,male,27.173611111111114,2,1, research scientist ,1,unknown,1755.83,4565.17,6,True,no,17,3,1,part time,1,5.0,2,1,1,,0,0,1755.83,1970-01-01 00:00:00.000001982,21070.0,unknown,,True,55
40,no,travel frequently,556.2566609977324,unknown,2,4,unknown,1,1377,2,male,69.53208262471655,3,2, sales executive ,2,unknown,4492.8425,11681.39,5,True,no,12,3,4,part time,3,,2,3,0,,0,0,4492.8425,1970-01-01 00:00:00.000001983,53914.11,unknown,,False,55
24,yes,unknown,228.015873015873,unknown,17,2,life sciences,1,1378,4,female,28.501984126984127,3,1, laboratory technician ,2,unknown,1841.67,4788.33,1,True,unknown,13,3,1,part time,1,1.0,3,1,1,,0,0,1841.67,1970-01-01 00:00:00.000001999,22100.0,unknown,,True,55
